[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyBase.........]	[logGeneral....................]	"Rolling over log file 5478004 exceeds configured 5000000"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 79
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton_matrix to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 79
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 81
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton_matrix to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 81
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 82
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton_matrix to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 82
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 83
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton_matrix to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 83
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 84
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton_matrix to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 84
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 85
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton_matrix to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 85
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 86
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton_matrix to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 86
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 87
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton_matrix to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 87
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 88
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton_matrix to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 88
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 89
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton_matrix to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 89
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 7
    [object_type] => sections
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value questions to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => sections
    [parent_id] => 7
    [object_type] => questions
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 90
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 90
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 91
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 91
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 92
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 92
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 93
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 93
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 8
    [object_type] => sections
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value questions to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => sections
    [parent_id] => 8
    [object_type] => questions
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 94
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 94
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 95
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value inline to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 95
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 96
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value inline to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 96
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 9
    [object_type] => sections
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value questions to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => sections
    [parent_id] => 9
    [object_type] => questions
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 98
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix_headers to type array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix to display array "	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 98
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:56]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 97
    [object_type] => questions
    [languages_id] => 1
)
"	
